Trading day,Product,MIBGAS Daily Price [EUR/MWh]
11/05/2021,GQES_Q+1,26.55
11/05/2021,GYES_Y+1,22.93
10/05/2021,GDAES_D+1,24.4
10/05/2021,GMAES,25.1
10/05/2021,GQES_Q+1,25.75
10/05/2021,GYES_Y+1,22.28
09/05/2021,GDAES_D+1,24.18
08/05/2021,GDAES_D+1,24.15
07/05/2021,GDAES_D+1,23.86
07/05/2021,GMAES,24.58
07/05/2021,GQES_Q+1,24.8
07/05/2021,GYES_Y+1,21.68
06/05/2021,GDAES_D+1,24.75
06/05/2021,GMAES,24.9
06/05/2021,GQES_Q+1,25.15
06/05/2021,GYES_Y+1,21.63
05/05/2021,GDAES_D+1,24.34
05/05/2021,GMAES,24.6
05/05/2021,GQES_Q+1,24.75
05/05/2021,GYES_Y+1,21.38
04/05/2021,GDAES_D+1,24.71
04/05/2021,GMAES,23.95
04/05/2021,GQES_Q+1,24.5
04/05/2021,GYES_Y+1,20.33
03/05/2021,GDAES_D+1,27.04
03/05/2021,GMAES,
03/05/2021,GQES_Q+1,23.19
03/05/2021,GYES_Y+1,20.33
02/05/2021,GDAES_D+1,25.25
01/05/2021,GDAES_D+1,22.99
30/04/2021,GDAES_D+1,22.87
30/04/2021,GMAES,23.05
30/04/2021,GQES_Q+1,23.19
30/04/2021,GYES_Y+1,20.33
29/04/2021,GDAES_D+1,23.42
29/04/2021,GMAES,22.55
29/04/2021,GQES_Q+1,23.19
29/04/2021,GYES_Y+1,20.33
28/04/2021,GDAES_D+1,22.88
28/04/2021,GMAES,21.85
28/04/2021,GQES_Q+1,22.25
28/04/2021,GYES_Y+1,19.93
27/04/2021,GDAES_D+1,22.94
27/04/2021,GMAES,21.9
27/04/2021,GQES_Q+1,21.45
27/04/2021,GYES_Y+1,19.5
26/04/2021,GDAES_D+1,22
26/04/2021,GMAES,20.53
26/04/2021,GQES_Q+1,20.9
26/04/2021,GYES_Y+1,19.28
25/04/2021,GDAES_D+1,22.25
24/04/2021,GDAES_D+1,20.45
23/04/2021,GDAES_D+1,20.16
23/04/2021,GMAES,20.27
23/04/2021,GQES_Q+1,22.23
23/04/2021,GYES_Y+1,19.38
22/04/2021,GDAES_D+1,22
22/04/2021,GMAES,21.65
22/04/2021,GQES_Q+1,22.23
22/04/2021,GYES_Y+1,19.88
21/04/2021,GDAES_D+1,22.75
21/04/2021,GMAES,21.53
21/04/2021,GQES_Q+1,22.1
21/04/2021,GYES_Y+1,19.73
20/04/2021,GDAES_D+1,22.6
20/04/2021,GMAES,21.5
20/04/2021,GQES_Q+1,22.15
20/04/2021,GYES_Y+1,19.78
19/04/2021,GDAES_D+1,22.86
19/04/2021,GMAES,21.15
19/04/2021,GQES_Q+1,21.8
19/04/2021,GYES_Y+1,19.68
18/04/2021,GDAES_D+1,22.8
17/04/2021,GDAES_D+1,21.7
16/04/2021,GDAES_D+1,21.17
16/04/2021,GMAES,20.78
16/04/2021,GQES_Q+1,21.4
16/04/2021,GYES_Y+1,19.43
15/04/2021,GDAES_D+1,21.56
15/04/2021,GMAES,20.43
15/04/2021,GQES_Q+1,20.55
15/04/2021,GYES_Y+1,18.93
14/04/2021,GDAES_D+1,21
14/04/2021,GMAES,19.93
14/04/2021,GQES_Q+1,20.55
14/04/2021,GYES_Y+1,18.93
13/04/2021,GDAES_D+1,21
13/04/2021,GMAES,19.83
13/04/2021,GQES_Q+1,20.36
13/04/2021,GYES_Y+1,18.83
12/04/2021,GDAES_D+1,21
12/04/2021,GMAES,19.96
12/04/2021,GQES_Q+1,20.3
12/04/2021,GYES_Y+1,19.03
11/04/2021,GDAES_D+1,20.47
10/04/2021,GDAES_D+1,19.63
09/04/2021,GDAES_D+1,19.3
09/04/2021,GMAES,19.08
09/04/2021,GQES_Q+1,19.5
09/04/2021,GYES_Y+1,18.73
08/04/2021,GDAES_D+1,20.2
08/04/2021,GMAES,18.93
08/04/2021,GQES_Q+1,19.5
08/04/2021,GYES_Y+1,18.78
07/04/2021,GDAES_D+1,20.21
07/04/2021,GMAES,19.15
07/04/2021,GQES_Q+1,19.7
07/04/2021,GYES_Y+1,18.98
06/04/2021,GDAES_D+1,20.49
06/04/2021,GMAES,19.48
06/04/2021,GQES_Q+1,20.23
06/04/2021,GYES_Y+1,19.18
05/04/2021,GDAES_D+1,19.31
04/04/2021,GDAES_D+1,18.97
03/04/2021,GDAES_D+1,18.61
02/04/2021,GDAES_D+1,19.81
01/04/2021,GDAES_D+1,19.11
01/04/2021,GMAES,18.8
01/04/2021,GQES_Q+1,
01/04/2021,GYES_Y+1,18.7
31/03/2021,GDAES_D+1,18.72
31/03/2021,GMAES,18.6
31/03/2021,GYES_Y+1,18.7
30/03/2021,GDAES_D+1,18.1
30/03/2021,GMAES,18.45
30/03/2021,GQES_Q+1,18.2
30/03/2021,GYES_Y+1,18.7
29/03/2021,GDAES_D+1,17.88
29/03/2021,GMAES,18.08
29/03/2021,GQES_Q+1,18.2
29/03/2021,GYES_Y+1,18.7
28/03/2021,GDAES_D+1,17.99
27/03/2021,GDAES_D+1,17.68
26/03/2021,GDAES_D+1,17.95
26/03/2021,GMAES,18.24
26/03/2021,GQES_Q+1,18.2
26/03/2021,GYES_Y+1,18.83
25/03/2021,GDAES_D+1,18.37
25/03/2021,GMAES,17.75
25/03/2021,GQES_Q+1,17.85
25/03/2021,GYES_Y+1,18.58
24/03/2021,GDAES_D+1,18.36
24/03/2021,GMAES,17.83
24/03/2021,GQES_Q+1,17.75
24/03/2021,GYES_Y+1,18.83
23/03/2021,GDAES_D+1,18.51
23/03/2021,GMAES,17.69
23/03/2021,GQES_Q+1,17.65
23/03/2021,GYES_Y+1,18.73
22/03/2021,GDAES_D+1,18.48
22/03/2021,GMAES,17.35
22/03/2021,GQES_Q+1,17.18
22/03/2021,GYES_Y+1,18.83
21/03/2021,GDAES_D+1,17.64
20/03/2021,GDAES_D+1,16.32
19/03/2021,GDAES_D+1,16.55
19/03/2021,GMAES,16.71
19/03/2021,GQES_Q+1,17.18
19/03/2021,GYES_Y+1,18.53
18/03/2021,GDAES_D+1,17.51
18/03/2021,GMAES,16.93
18/03/2021,GQES_Q+1,17.18
18/03/2021,GYES_Y+1,18.53
17/03/2021,GDAES_D+1,17.21
17/03/2021,GMAES,17.2
17/03/2021,GQES_Q+1,17.45
17/03/2021,GYES_Y+1,18.78
16/03/2021,GDAES_D+1,17.11
16/03/2021,GMAES,16.93
16/03/2021,GQES_Q+1,17.15
16/03/2021,GYES_Y+1,18.68
15/03/2021,GDAES_D+1,18.02
15/03/2021,GMAES,17.69
15/03/2021,GQES_Q+1,17.7
15/03/2021,GYES_Y+1,18.88
14/03/2021,GDAES_D+1,19
13/03/2021,GDAES_D+1,18
12/03/2021,GDAES_D+1,17.67
12/03/2021,GMAES,17.73
12/03/2021,GQES_Q+1,18.05
12/03/2021,GYES_Y+1,19.08
11/03/2021,GDAES_D+1,17.73
11/03/2021,GMAES,17.52
11/03/2021,GQES_Q+1,17.8
11/03/2021,GYES_Y+1,18.93
10/03/2021,GDAES_D+1,18.01
10/03/2021,GMAES,17.25
10/03/2021,GQES_Q+1,17.5
10/03/2021,GYES_Y+1,18.63
09/03/2021,GDAES_D+1,17.26
09/03/2021,GMAES,16.52
09/03/2021,GQES_Q+1,16.75
09/03/2021,GYES_Y+1,18.28
08/03/2021,GDAES_D+1,16.55
08/03/2021,GMAES,16.05
08/03/2021,GQES_Q+1,16.35
08/03/2021,GYES_Y+1,17.98
07/03/2021,GDAES_D+1,16.67
06/03/2021,GDAES_D+1,16.55
05/03/2021,GDAES_D+1,16.02
05/03/2021,GMAES,16.13
05/03/2021,GQES_Q+1,16.4
05/03/2021,GYES_Y+1,18.03
04/03/2021,GDAES_D+1,16.18
04/03/2021,GMAES,15.83
04/03/2021,GQES_Q+1,15.95
04/03/2021,GYES_Y+1,17.68
03/03/2021,GDAES_D+1,16.15
03/03/2021,GMAES,15.5
03/03/2021,GQES_Q+1,15.55
03/03/2021,GYES_Y+1,17.43
02/03/2021,GDAES_D+1,16.07
02/03/2021,GMAES,15.8
02/03/2021,GQES_Q+1,16.15
02/03/2021,GYES_Y+1,17.43
01/03/2021,GDAES_D+1,16.21
01/03/2021,GMAES,16.05
01/03/2021,GQES_Q+1,16.15
01/03/2021,GYES_Y+1,17.63
28/02/2021,GDAES_D+1,16.46
27/02/2021,GDAES_D+1,15.1
26/02/2021,GDAES_D+1,14.92
26/02/2021,GMAES,15.58
26/02/2021,GQES_Q+1,15.7
26/02/2021,GYES_Y+1,17.48
25/02/2021,GDAES_D+1,15.77
25/02/2021,GMAES,15.43
25/02/2021,GQES_Q+1,16.37
25/02/2021,GYES_Y+1,17.76
24/02/2021,GDAES_D+1,15.83
24/02/2021,GMAES,15.88
24/02/2021,GQES_Q+1,16.37
24/02/2021,GYES_Y+1,17.76
23/02/2021,GDAES_D+1,15.71
23/02/2021,GMAES,15.92
23/02/2021,GQES_Q+1,16.23
23/02/2021,GYES_Y+1,17.58
22/02/2021,GDAES_D+1,15.65
22/02/2021,GMAES,15.6
22/02/2021,GQES_Q+1,15.93
22/02/2021,GYES_Y+1,17.32
21/02/2021,GDAES_D+1,16.21
20/02/2021,GDAES_D+1,15.94
19/02/2021,GDAES_D+1,15.69
19/02/2021,GMAES,16.15
19/02/2021,GQES_Q+1,16.38
19/02/2021,GYES_Y+1,17.6
18/02/2021,GDAES_D+1,16.07
18/02/2021,GMAES,16.43
18/02/2021,GQES_Q+1,16.72
18/02/2021,GYES_Y+1,17.91
17/02/2021,GDAES_D+1,16.26
17/02/2021,GMAES,16
17/02/2021,GQES_Q+1,16.21
17/02/2021,GYES_Y+1,17.63
16/02/2021,GDAES_D+1,16.31
16/02/2021,GMAES,16.14
16/02/2021,GQES_Q+1,16.34
16/02/2021,GYES_Y+1,17.71
15/02/2021,GDAES_D+1,15.99
15/02/2021,GMAES,15.7
15/02/2021,GQES_Q+1,16.56
15/02/2021,GYES_Y+1,17.87
14/02/2021,GDAES_D+1,16.9
13/02/2021,GDAES_D+1,16.49
12/02/2021,GDAES_D+1,17.01
12/02/2021,GMAES,16.75
12/02/2021,GQES_Q+1,16.56
12/02/2021,GYES_Y+1,17.87
11/02/2021,GDAES_D+1,17.29
11/02/2021,GMAES,16.68
11/02/2021,GQES_Q+1,16.76
11/02/2021,GYES_Y+1,17.87
10/02/2021,GDAES_D+1,18.3
10/02/2021,GMAES,17.88
10/02/2021,GQES_Q+1,17.46
10/02/2021,GYES_Y+1,18.39
09/02/2021,GDAES_D+1,18.17
09/02/2021,GMAES,18.25
09/02/2021,GQES_Q+1,17.78
09/02/2021,GYES_Y+1,18.48
08/02/2021,GDAES_D+1,18.68
08/02/2021,GMAES,19.18
08/02/2021,GQES_Q+1,17.96
08/02/2021,GYES_Y+1,18.66
07/02/2021,GDAES_D+1,17.98
06/02/2021,GDAES_D+1,17.49
05/02/2021,GDAES_D+1,17.5
05/02/2021,GMAES,18.23
05/02/2021,GQES_Q+1,17.31
05/02/2021,GYES_Y+1,18.2
04/02/2021,GDAES_D+1,17.65
04/02/2021,GMAES,17.83
04/02/2021,GQES_Q+1,16.88
04/02/2021,GYES_Y+1,17.81
03/02/2021,GDAES_D+1,17.47
03/02/2021,GMAES,17.42
03/02/2021,GQES_Q+1,16.88
03/02/2021,GYES_Y+1,17.81
02/02/2021,GDAES_D+1,17.85
02/02/2021,GMAES,18.06
02/02/2021,GQES_Q+1,16.96
02/02/2021,GYES_Y+1,17.55
01/02/2021,GDAES_D+1,17.81
01/02/2021,GMAES,18.1
01/02/2021,GQES_Q+1,16.88
01/02/2021,GYES_Y+1,17.54
31/01/2021,GDAES_D+1,19.45
30/01/2021,GDAES_D+1,19.33
29/01/2021,GDAES_D+1,20.37
29/01/2021,GMAES,20.05
29/01/2021,GYES_Y+1,17.75
28/01/2021,GDAES_D+1,21
28/01/2021,GMAES,21.27
27/01/2021,GDAES_D+1,19.43
27/01/2021,GMAES,20.99
26/01/2021,GDAES_D+1,21.8
26/01/2021,GMAES,21.43
26/01/2021,GQES_Q+1,17.19
26/01/2021,GYES_Y+1,17.67
25/01/2021,GDAES_D+1,22.93
25/01/2021,GMAES,22.03
25/01/2021,GQES_Q+1,17.6
25/01/2021,GYES_Y+1,17.68
24/01/2021,GDAES_D+1,24.1
23/01/2021,GDAES_D+1,23.91
22/01/2021,GDAES_D+1,23.19
22/01/2021,GMAES,22.88
22/01/2021,GQES_Q+1,17.96
22/01/2021,GYES_Y+1,17.98
21/01/2021,GDAES_D+1,21.78
21/01/2021,GMAES,21.75
21/01/2021,GQES_Q+1,17.65
21/01/2021,GYES_Y+1,17.69
20/01/2021,GDAES_D+1,24.47
20/01/2021,GMAES,23.16
20/01/2021,GQES_Q+1,17.52
20/01/2021,GYES_Y+1,17.57
19/01/2021,GDAES_D+1,25.35
19/01/2021,GMAES,23.5
18/01/2021,GDAES_D+1,27.64
18/01/2021,GMAES,23.04
18/01/2021,GQES_Q+1,17.07
18/01/2021,GYES_Y+1,17.36
17/01/2021,GDAES_D+1,28.41
16/01/2021,GDAES_D+1,25.5
15/01/2021,GDAES_D+1,27.77
15/01/2021,GMAES,24.49
14/01/2021,GDAES_D+1,27.82
13/01/2021,GDAES_D+1,29.51
12/01/2021,GDAES_D+1,31.82
11/01/2021,GDAES_D+1,30.18
10/01/2021,GDAES_D+1,32.5
09/01/2021,GDAES_D+1,30
08/01/2021,GDAES_D+1,45.01
07/01/2021,GDAES_D+1,51.55
06/01/2021,GDAES_D+1,38.9
05/01/2021,GDAES_D+1,31.78
04/01/2021,GDAES_D+1,27.83
03/01/2021,GDAES_D+1,23.85
02/01/2021,GDAES_D+1,21.37
01/01/2021,GDAES_D+1,20.82
