datetime,Demanda,Solar,Eolica,Precio
2021-01-08T12:00:00+01:00,41465.6666666667,1148.5,9210.16666666667,119.45
2021-01-08T13:00:00+01:00,41828.8333333333,1186.5,9335.66666666667,118.38
2021-01-08T14:00:00+01:00,40911.3333333333,966.5,9431,117.77
2021-01-08T15:00:00+01:00,39257.3333333333,639.33333333333,9611,113.21
2021-01-08T16:00:00+01:00,38338.6666666667,358.33333333333,9767.5,109.49
2021-01-08T17:00:00+01:00,38089.5,116.16666666667,10046.1666666667,119.48
2021-01-08T18:00:00+01:00,39084.3333333333,50.16666666667,10191,123.14
2021-01-08T19:00:00+01:00,39428.6666666667,49.33333333333,10215.1666666667,123.44
2021-01-08T20:00:00+01:00,39258,49,10072.6666666667,118.64
2021-01-08T21:00:00+01:00,38535.8333333333,49.16666666667,10098.6666666667,117.94
2021-01-08T22:00:00+01:00,35774.6666666667,48.33333333333,10109.6666666667,103.48
2021-01-08T23:00:00+01:00,32622,48.83333333333,9911,80.27
2021-01-09T00:00:00+01:00,30092,48.83333333333,10096,75.94
2021-01-09T01:00:00+01:00,27466.1666666667,48.33333333333,9998.66666666667,67.9
2021-01-09T02:00:00+01:00,25573.8333333333,47.5,10078.3333333333,61.91
2021-01-09T03:00:00+01:00,24635.5,47,10170.8333333333,58.77
2021-01-09T04:00:00+01:00,24224.1666666667,47.33333333333,10198.5,58.25
2021-01-09T05:00:00+01:00,24161.8333333333,47,10444.6666666667,57.27
2021-01-09T06:00:00+01:00,24514.6666666667,46.66666666667,10492.6666666667,57.85
2021-01-09T07:00:00+01:00,25697,46.66666666667,10569.6666666667,63.55
2021-01-09T08:00:00+01:00,27365.8333333333,49.83333333333,10663,70.7
2021-01-09T09:00:00+01:00,29940,229,10601.5,78.95
2021-01-09T10:00:00+01:00,32948.3333333333,882.66666666667,10475.1666666667,97.65
2021-01-09T11:00:00+01:00,34497.1666666667,1644,10824.5,101.77
2021-01-09T12:00:00+01:00,34810.3333333333,2072,11167.6666666667,82.98
2021-01-09T13:00:00+01:00,35445.3333333333,2310.33333333333,11254.1666666667,84.24
2021-01-09T14:00:00+01:00,35449.5,2411,10997,84.21
2021-01-09T15:00:00+01:00,34001,2255.66666666667,10813.8333333333,80.37
2021-01-09T16:00:00+01:00,32706.3333333333,1657.5,10601.1666666667,82.7
2021-01-09T17:00:00+01:00,32518.5,771.66666666667,10225.8333333333,105.87
2021-01-09T18:00:00+01:00,33993.5,175,9908.83333333333,123.87
2021-01-09T19:00:00+01:00,35121.1666666667,45.66666666667,9633.83333333333,128.17
2021-01-09T20:00:00+01:00,35874.1666666667,43.16666666667,9371.16666666667,129.18
2021-01-09T21:00:00+01:00,35718.6666666667,43.16666666667,9073.83333333333,128.11
2021-01-09T22:00:00+01:00,34023,43.16666666667,8928.33333333333,119.96
2021-01-09T23:00:00+01:00,31395.3333333333,43,9026.66666666667,106.34
2021-01-10T00:00:00+01:00,28447.1666666667,43.16666666667,9006.5,70.2
2021-01-10T01:00:00+01:00,25728.6666666667,42.5,9167,65.3
2021-01-10T02:00:00+01:00,23920.1666666667,42.16666666667,9348.33333333333,62.95
2021-01-10T03:00:00+01:00,22977.5,43.16666666667,9757.5,58.58
2021-01-10T04:00:00+01:00,22598.8333333333,42.83333333333,10176.1666666667,58.35
2021-01-10T05:00:00+01:00,22376.8333333333,42.5,10452.1666666667,58.81
2021-01-10T06:00:00+01:00,22729.6666666667,41.83333333333,10626.5,60.99
2021-01-10T07:00:00+01:00,23479,41.16666666667,10870.8333333333,60.01
2021-01-10T08:00:00+01:00,24362,51.5,10806.5,61.7
2021-01-10T09:00:00+01:00,26694,344.66666666667,10616.8333333333,67.01
2021-01-10T10:00:00+01:00,29944.1666666667,1181,10511.1666666667,69.08
2021-01-10T11:00:00+01:00,32092,2170.66666666667,10479.6666666667,68.34
2021-01-10T12:00:00+01:00,32761.5,2629.16666666667,10450.1666666667,68.71
2021-01-10T13:00:00+01:00,33878.3333333333,3137.5,10578.6666666667,65.39
2021-01-10T14:00:00+01:00,34207.5,3025.5,10773,66.1
2021-01-10T15:00:00+01:00,32486.8333333333,2977.16666666667,10878,65.6
2021-01-10T16:00:00+01:00,31455,2174.33333333333,10948.1666666667,65.26
2021-01-10T17:00:00+01:00,31165.8333333333,1016.33333333333,11050.1666666667,70.65
2021-01-10T18:00:00+01:00,32994.8333333333,169,11036.6666666667,103.13
2021-01-10T19:00:00+01:00,34619.5,86,11175.6666666667,115.11
2021-01-10T20:00:00+01:00,35726.6666666667,51.83333333333,11310.5,117.46
2021-01-10T21:00:00+01:00,35839.3333333333,43.33333333333,11441.6666666667,117.2
2021-01-10T22:00:00+01:00,34053.8333333333,43.83333333333,11508,107.6
2021-01-10T23:00:00+01:00,31168.8333333333,43.83333333333,11371.3333333333,76.79
2021-01-11T00:00:00+01:00,27871.3333333333,44.16666666667,11233.5,64.2
2021-01-11T01:00:00+01:00,25473.3333333333,44.33333333333,10812.6666666667,59.74
2021-01-11T02:00:00+01:00,24208.5,37.5,10604,57.22
2021-01-11T03:00:00+01:00,23583.8333333333,35.66666666667,10569.8333333333,54.44
2021-01-11T04:00:00+01:00,23479.8333333333,36,10413.3333333333,53.2
2021-01-11T05:00:00+01:00,24125.3333333333,36.16666666667,10328.1666666667,58.91
2021-01-11T06:00:00+01:00,26925.3333333333,40.83333333333,10294.5,68.58
2021-01-11T07:00:00+01:00,31369.8333333333,46.83333333333,10081.5,82.78
2021-01-11T08:00:00+01:00,35193.1666666667,64.33333333333,9788.33333333333,100.98
2021-01-11T09:00:00+01:00,37494.6666666667,1029.16666666667,9555.33333333333,103.3
2021-01-11T10:00:00+01:00,38965.6666666667,3144.5,9360.66666666667,101.84
2021-01-11T11:00:00+01:00,39269.1666666667,4518.83333333333,9160.33333333333,89.52
2021-01-11T12:00:00+01:00,38807.8333333333,5241,9086.66666666667,87.3
2021-01-11T13:00:00+01:00,38962,5744,8880.66666666667,88.21
2021-01-11T14:00:00+01:00,38151.6666666667,5940,8976,84.67
2021-01-11T15:00:00+01:00,37254.6666666667,5562.16666666667,9071.5,80.91
2021-01-11T16:00:00+01:00,36689,4561.33333333333,8990.5,88.74
2021-01-11T17:00:00+01:00,36813.3333333333,2255.66666666667,8942.66666666667,103.62
2021-01-11T18:00:00+01:00,38766.1666666667,378.66666666667,9448.66666666667,118.57
2021-01-11T19:00:00+01:00,40468.8333333333,74.5,9809,129.45
2021-01-11T20:00:00+01:00,40883.3333333334,53.83333333333,9865.66666666667,129.9
2021-01-11T21:00:00+01:00,40236.8333333333,51,9441.66666666667,127.76
2021-01-11T22:00:00+01:00,37211.8333333333,51,9112.5,112.06
2021-01-11T23:00:00+01:00,33564.8333333333,50.5,8615.16666666667,91.45
2021-01-12T00:00:00+01:00,30395.8333333333,50.83333333333,8037.83333333333,80.11
2021-01-12T01:00:00+01:00,27996.3333333333,51,7424.5,68.24
2021-01-12T02:00:00+01:00,26674.6666666667,50.5,6779.66666666667,62.13
2021-01-12T03:00:00+01:00,26044,39,6453.16666666667,60.7
2021-01-12T04:00:00+01:00,25942.5,35,6568.83333333333,60.31
2021-01-12T05:00:00+01:00,26380.5,34.83333333333,6755,61.15
2021-01-12T06:00:00+01:00,28837.1666666667,34,6831.83333333333,70.95
2021-01-12T07:00:00+01:00,33059.1666666667,34,6986.66666666667,86.06
2021-01-12T08:00:00+01:00,36818.5,70.5,6907.5,104.18
2021-01-12T09:00:00+01:00,38757.3333333333,1400.66666666667,6872,111.05
2021-01-12T10:00:00+01:00,40089.1666666667,3944.33333333333,6506.83333333333,108.42
2021-01-12T11:00:00+01:00,40115.8333333333,5404,6260,106.07
2021-01-12T12:00:00+01:00,39633.5,6251.66666666667,6069.83333333333,99.36
2021-01-12T13:00:00+01:00,39642.5,6516.83333333333,6038.66666666667,98.25
2021-01-12T14:00:00+01:00,38688.5,6624.33333333333,6348.33333333333,92.93
2021-01-12T15:00:00+01:00,37750.5,6579,6560.5,78.54
2021-01-12T16:00:00+01:00,37178.1666666667,5480.5,6760.5,79.24
2021-01-12T17:00:00+01:00,37332,2630.16666666667,7233.16666666667,94.21
2021-01-12T18:00:00+01:00,39339.1666666667,477.5,8008.66666666667,111.79
2021-01-12T19:00:00+01:00,41002.3333333333,115.5,8311.16666666667,122.93
2021-01-12T20:00:00+01:00,41564.1666666667,62.16666666667,8217,125.57
2021-01-12T21:00:00+01:00,40700.6666666667,46,8276.83333333333,116.55
2021-01-12T22:00:00+01:00,37815,46.5,8205.33333333333,94.63
2021-01-12T23:00:00+01:00,33943.6666666667,46.5,7989.33333333333,74.49
2021-01-13T00:00:00+01:00,30755.3333333333,46.5,8083,80.94
2021-01-13T01:00:00+01:00,28235.8333333333,46.66666666667,7981.83333333333,78.23
2021-01-13T02:00:00+01:00,26824.3333333333,47,8020.33333333333,71.02
2021-01-13T03:00:00+01:00,26344.5,46.16666666667,8051.33333333333,68.93
2021-01-13T04:00:00+01:00,26112.8333333333,47,7905.66666666667,66.93
2021-01-13T05:00:00+01:00,26679.5,46.83333333333,7890,70.68
2021-01-13T06:00:00+01:00,29120.1666666667,47,8025.5,79.4
2021-01-13T07:00:00+01:00,33576.8333333333,47,8292.33333333333,91.57
2021-01-13T08:00:00+01:00,37212.3333333333,84.66666666667,8162.83333333333,103.2
2021-01-13T09:00:00+01:00,39079.3333333333,1439,7876.83333333333,103.85
2021-01-13T10:00:00+01:00,40246.5,4067.66666666667,7495.5,103.47
2021-01-13T11:00:00+01:00,40052.1666666667,5639,6846.5,102.89
2021-01-13T12:00:00+01:00,39483.1666666667,6440.83333333333,6438.66666666667,102.99
2021-01-13T13:00:00+01:00,39332.8333333333,6661.66666666667,6413.33333333333,101.56
2021-01-13T14:00:00+01:00,38308.6666666667,6711.83333333333,6411,101.9
2021-01-13T15:00:00+01:00,37372.1666666667,6541,6264.83333333333,101.36
2021-01-13T16:00:00+01:00,36900.1666666667,5586,6261.33333333333,102.63
2021-01-13T17:00:00+01:00,36885.1666666667,2731.66666666667,6564.16666666667,106.52
2021-01-13T18:00:00+01:00,38958.1666666667,513.33333333333,6893.16666666667,111.51
2021-01-13T19:00:00+01:00,40539,149.5,7083.33333333333,119.24
2021-01-13T20:00:00+01:00,41042,81.83333333333,7227.83333333333,122.56
2021-01-13T21:00:00+01:00,40110.1666666667,76.83333333333,7282.83333333333,111.37
2021-01-13T22:00:00+01:00,37171.5,54.33333333333,7330.33333333333,105.85
2021-01-13T23:00:00+01:00,33619.3333333333,51,7448.66666666667,88.34
2021-01-14T00:00:00+01:00,30348.5,51.16666666667,7570.16666666667,98.67
2021-01-14T01:00:00+01:00,28017.1666666667,51,7855.83333333333,75.94
2021-01-14T02:00:00+01:00,26685,48.16666666667,7781.66666666667,72.54
2021-01-14T03:00:00+01:00,25985.8333333333,36.16666666667,8156.33333333333,67.54
2021-01-14T04:00:00+01:00,25759.3333333333,35,8558.66666666667,65.57
2021-01-14T05:00:00+01:00,26425.3333333333,35,8755.5,65.54
2021-01-14T06:00:00+01:00,28899.8333333333,35,8946.5,73.45
2021-01-14T07:00:00+01:00,33385.3333333333,35,9199.33333333333,88.15
2021-01-14T08:00:00+01:00,37024.5,72.5,9307.83333333333,100.15
2021-01-14T09:00:00+01:00,38874.6666666667,1319.16666666667,9075.16666666667,102.77
2021-01-14T10:00:00+01:00,39870.6666666667,3698.66666666667,8723,102.25
2021-01-14T11:00:00+01:00,39706.1666666667,5124,8318.33333333333,100.5
2021-01-14T12:00:00+01:00,39120.5,5935.83333333333,8284.16666666667,94.44
2021-01-14T13:00:00+01:00,38879,6156.83333333333,8410.33333333333,92.81
2021-01-14T14:00:00+01:00,37983.1666666667,6191.66666666667,8381.33333333333,92.66
2021-01-14T15:00:00+01:00,37020.5,5917,8908.66666666667,86.99
2021-01-14T16:00:00+01:00,36876.6666666667,4672.16666666667,9270,92.61
2021-01-14T17:00:00+01:00,37217.5,2253.33333333333,9630.83333333333,101.32
2021-01-14T18:00:00+01:00,39100,416.66666666667,9815,109.25
2021-01-14T19:00:00+01:00,40655.3333333333,82.5,9642.33333333333,113.08
2021-01-14T20:00:00+01:00,41025.3333333333,38.5,9866.5,117.84
2021-01-14T21:00:00+01:00,40046,37,9762.66666666667,112.6
2021-01-14T22:00:00+01:00,37160.5,37,9824.16666666667,105.04
2021-01-14T23:00:00+01:00,33677,37,9632.33333333333,100.17
2021-01-15T00:00:00+01:00,30607.5,37,9348.16666666667,73.83
2021-01-15T01:00:00+01:00,28279.1666666667,38,9152.66666666667,66.67
2021-01-15T02:00:00+01:00,26963.1666666667,48.5,9180.5,61.99
2021-01-15T03:00:00+01:00,26332.6666666667,53.16666666667,8974.16666666667,61.22
2021-01-15T04:00:00+01:00,26047.6666666667,60,8979,59.98
2021-01-15T05:00:00+01:00,26669,62,9093,61.24
2021-01-15T06:00:00+01:00,29152.6666666667,61.5,8900,69.71
2021-01-15T07:00:00+01:00,33583.8333333333,61,9059.5,82.11
2021-01-15T08:00:00+01:00,37025.1666666667,102,9124.33333333333,96.2
2021-01-15T09:00:00+01:00,38673.5,1294.66666666667,9207.66666666667,105.84
2021-01-15T10:00:00+01:00,39678.6666666667,3607.5,8977,97.44
2021-01-15T11:00:00+01:00,39527,5044,8607.16666666667,93.63
2021-01-15T12:00:00+01:00,38861,5848.83333333333,8391.33333333333,85.91
2021-01-15T13:00:00+01:00,38600.6666666667,6128,8618.16666666667,82.23
