;FEATURES;TRAIN DATE;TEST DATE;MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;NORMALIZATION;TRAINING_TIME;TEST_TIME;mape;mae
139;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;168;zscore;117.80318713188171;0.0546963214874267;35.4227895975829;47.71519596563723
140;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;81.42907929420471;0.0194270610809326;34.63698026478961;50.161791664384765
141;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;148.4840955734253;0.0214812755584716;34.2681464426507;49.39787499351063
142;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;218.43346500396729;0.02101731300354;31.88061080896771;47.16947078423184
143;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;484.8706443309784;0.0219459533691406;33.857570286717404;48.52036520473132
144;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;24;zscore;9.705063343048096;0.267467737197876;33.39340228704551;51.71077666270185
145;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;48;zscore;11.626633167266846;0.4520063400268554;30.8872493402128;46.13571091457627
146;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;72;zscore;14.640126705169678;0.3905043601989746;29.846053962729595;45.40111715495994
147;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;168;zscore;26.04490876197815;0.4684219360351562;32.87088943230657;47.45826287732096
148;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;24;zscore;27.92858362197876;0.1797444820404052;35.529443186936305;48.93316199715227
149;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;48;zscore;57.062512159347534;0.0544376373291015;35.17899012039171;47.73643692823477
150;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;72;zscore;87.61977910995483;0.0446493625640869;33.416122463015434;46.88931396050914
151;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;168;zscore;206.25889253616333;0.0443427562713623;35.68663424119166;48.28677515744714
152;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;123.37665724754332;0.020892858505249;31.775407025462467;47.10729774786267
153;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;232.71913385391235;0.0244200229644775;31.63296253754677;46.11027995389581
154;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;340.6089060306549;0.0239574909210205;29.036691490863937;44.00499881464807
155;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;770.1814393997192;0.0244693756103515;31.30294998781247;45.28233051366328
156;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;24;zscore;10.406419277191162;0.403477668762207;35.30728605096812;46.8743345397817
157;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;48;zscore;12.361525297164915;0.4142975807189941;34.15833589324651;44.856794418717016
158;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;72;zscore;15.314420461654665;0.4180653095245361;34.545586699686865;45.951342091944746
159;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;168;zscore;28.66317343711853;0.4147846698760986;46.09946696110411;66.25869899489823
160;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;24;zscore;31.42672038078308;0.0551693439483642;39.106475965463616;49.28074812269767
161;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;48;zscore;64.79802513122559;0.0544972419738769;39.66377645865146;49.53238790907452
162;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;72;zscore;95.56455302238464;0.0445771217346191;38.62359909089226;49.1352756816934
163;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;168;zscore;217.94323110580444;0.044539451599121;42.19720536308983;51.75415299640657
164;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;131.7765350341797;0.0216550827026367;32.40277283542514;44.46609073481411
165;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;247.589106798172;0.0202324390411376;32.25405123614479;43.61199160283885
166;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;364.94952750206;0.0246844291687011;31.455871699410576;42.75214658231869
167;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;825.635329246521;0.0244266986846923;33.13930356305731;43.89547942037595
168;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;24;zscore;12.713419198989868;0.378819465637207;33.32869731322321;45.05116830531948
169;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;48;zscore;17.10644292831421;0.3869538307189941;33.75816209546741;44.51898675892643
170;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;72;zscore;22.66631007194519;0.4223175048828125;34.157832263297955;45.28490118254502
171;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;m5p;(10 25);24;168;zscore;44.43247389793396;0.3802931308746338;39.25244037940725;50.98025165418782
172;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;24;zscore;50.26958417892456;0.0549604892730712;37.22888052829618;47.70803685156351
173;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;48;zscore;103.36124396324158;0.0566091537475585;37.97689363679183;48.129612352103145
174;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;72;zscore;152.9654040336609;0.0591628551483154;37.065486324201295;47.84042868679269
175;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;rf;(300 10 4 1);24;168;zscore;360.9841873645783;0.0557091236114501;40.7172466899896;50.473749199003336
176;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;183.7402691841125;0.0225181579589843;32.85305664348539;44.46360908220181
177;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;357.2224597930908;0.0243501663208007;33.18285091807173;44.26573912258806
178;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;530.16450548172;0.0425465106964111;32.09281267084722;43.28833729800909
179;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'precio_gas' 'tmin_sevilla' 'tmax_sevilla' 'tmax_barcelona' 'tmin_barcelona' 'tmax_madrid' 'tmin_madrid' 'tmax_valencia' 'tmin_valencia' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-09-01 00:00:00 - 2022-09-01 00:00:00;2022-09-01 00:00:00 - 2022-10-01 00:00:00;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;1204.2173023223877;0.0335886478424072;34.9249286620577;45.45457562739938
180;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;24;zscore;7.970387697219849;0.3593425750732422;83.29749484768774;48.36288676233093
181;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;48;zscore;8.495251893997192;0.4445147514343261;87.0168215165035;50.80658672851862
182;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;72;zscore;9.992010354995728;0.4406414031982422;92.8310173125181;50.73097135503904
183;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;168;zscore;15.284268617630005;0.4553244113922119;113.5706283557119;54.227949928586185
184;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;24;zscore;11.102450609207152;0.054283857345581;92.2806764218524;49.99001987571251
185;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;48;zscore;22.377995491027832;0.0546076297760009;95.3641855535271;51.74402929778324
186;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;72;zscore;33.26678013801575;0.0544073581695556;98.42682654992468;51.39509439163261
187;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;168;zscore;80.48537683486938;0.0443897247314453;117.3282999235666;53.647794475331
188;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;58.66946077346802;0.0205533504486084;96.0435424981438;55.4222298299228
189;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;103.83255290985107;0.0208203792572021;97.6294781759169;55.33978132395088
190;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;148.26512336730957;0.0203950405120849;97.3389410862174;54.07540936592298
191;['hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;325.9247188568115;0.0241270065307617;131.17770821422835;59.82633448212366
192;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;24;zscore;8.540189504623413;0.3728411197662353;85.02059852480818;49.045389212235975
193;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;48;zscore;9.778499126434326;0.4096484184265136;89.81670724649636;52.095288790917984
194;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;72;zscore;11.5222327709198;0.4062886238098144;94.47935894482237;52.41189451455438
195;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;168;zscore;19.743563413619995;0.4452250003814697;113.34705247578904;55.42977131190713
196;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;24;zscore;16.87444829940796;0.0549838542938232;91.30770348001258;49.1149003459344
197;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;48;zscore;33.968273401260376;0.0441737174987793;95.37196354515892;51.60888829016288
198;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;72;zscore;50.83494257926941;0.0547339916229248;100.35923261304244;52.12874921244435
199;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;168;zscore;120.5452013015747;0.0446300506591796;119.96058821579776;54.79677561615346
200;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;24;zscore;81.38293862342834;0.0207517147064209;96.36307204129876;56.78223578899968
201;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;48;zscore;148.69020915031433;0.0233922004699707;98.02761988480844;56.92846293762484
202;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;72;zscore;215.5866663455963;0.0215513706207275;100.0830872545132;56.51332267521688
203;['demanda_electrica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;xgb;('gbtree' 300 10 0.8 0.8 6);24;168;zscore;483.8139393329621;0.0251960754394531;135.30974817651358;62.78205616949225
204;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;24;zscore;9.63149642944336;0.4422545433044433;81.26433821964423;47.24466480977937
205;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;48;zscore;12.179541110992432;0.3954384326934814;87.73481886683427;50.40452790876515
206;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;72;zscore;15.735209226608276;0.4785645008087158;95.61564140935955;52.39028879609221
207;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;m5p;(10 25);24;168;zscore;27.282935619354248;0.5016658306121826;106.26920223457124;52.28174648121505
208;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;24;zscore;28.561039686203003;0.054441213607788;90.7037329809888;48.4134479266125
209;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;48;zscore;57.3949294090271;0.0441224575042724;96.88522200397117;51.42136748059107
210;['demanda_electrica' 'generacion_solar' 'generacion_eolica' 'hora_sin' 'hora_cos' 'diasemana_sin' 'diasemana_cos' 'precio_electricidad'];2021-12-01 00:00:00 - 2022-12-01 00:00:00;2022-12-01 00:00:00 -  ;rf;(300 10 4 1);24;72;zscore;87.2201509475708;0.0551080703735351;101.936591358536;51.87254044201872
